jewelry,367114,12074
jus,367102,66855
just,367102,52611
k,366650,36115
keeping,367142,35337
kicking,367155,29206
kissing,366837,78837
kno,367030,21599
know,367030,82724
kool,366925,56881
layin,367110,70897
leavin,366711,85698
leaving,366711,41937
like,367127,64615
lil,366853,67298
listening,366733,6293
live,366856,4759
long,366697,11630
looking,366940,21998
lord,366872,57908
love,367005,4759
loving,367034,41937
lyk,367127,64615
lyke,367127,64615
m,367120,63266
mah,367117,51337
makin,366944,61491
making,366944,59011
man,366979,48945
me,366929,63266
mee,366929,63266
meh,366929,51337
message,366674,67150
mf,366682,18721
mic,366854,21971
mike,366854,44807
mins,366850,12278
minutes,366850,44493
mis,366859,21971
miss,366859,21971
missin,367140,1406
missing,367140,9613
mix,366873,2241
mnths,367136,79254
mobi,366996,84585
mobile,366996,46791
monster,367124,60129
months,367136,79254
mor,367032,70904
more,367032,70904
mos,367031,21971
most,367031,69562
motherfucker,366682,76365
mouth,366599,21024
movie,366920,62632
moving,366917,48796
msg,366674,67150
muh,367117,51337
my,367117,63266
n,367131,63548
nah,367135,73434
natural,367098,8127
naw,367135,45108
nd,367131,25390
never,367029,16577
nevermind,367036,56862
new,367062,45108
next,367147,79915
nigga,366906,61612
night,366777,45411
nite,366777,30011
no,367135,63548
nobody,366815,74636
noo,367135,63548
nooo,367135,63548
not,367137,30011
nothin,366999,83611
nothing,366999,34926
now,367139,45108
nt,367137,30011
nthn,366999,83611
nuthin,366999,83611
nvm,367036,38255
nvr,367029,16577
nw,367139,45108
nxt,367147,79915
o,367080,32587
od,367078,20425
of,367080,20309
oh,367119,60624
ohh,367119,60624
ohhh,367119,60624
ok,366650,86028
okay,366791,86028
one,366706,39180
otha,367079,5659
other,367079,13543
out,366909,53092
over,366710,25657
ovr,366710,25657
ow,367088,24863
parking,366675,62334
people,367090,65063
phat,366998,36381
phone,366880,74241
photo,366780,36381
pic,367121,39282
pice,366657,39282
pick,367118,43791
pics,367123,7803
picture,367121,1026
pictures,367123,15563
pik,367118,8787
pix,367123,20485
planning,367143,86082
player,366633,73173
playin,367047,36831
playing,367047,81228
please,367070,56452
plot,367074,57302
pls,367070,56452
plz,367070,41070
ppl,367090,2103
price,366657,24751
prob,367063,29794
probably,367112,17380
problem,367063,23445
probs,367112,39011
putting,366782,36465
r,367096,732
ready,366760,18802
really,366874,58681
rec,366778,12406
remeber,366988,84533
remember,366988,37456
remembered,366834,49023
riding,366640,19957
right,367052,1711
rly,366874,58681
s,366939,1094
said,366888,74965
sayin,366891,35587
saying,366891,41125
schl,367004,50270
school,367004,50270
see,366936,1094
sending,367151,4114
serios,366729,83030
serious,366729,83030
seriously,366703,61939
session,366955,7758
shawty,366989,42940
shit,366904,48317
shld,366828,64816
shooting,366722,34710
shop,367092,61509
shopping,367082,38361
should,366828,64816
sht,366904,48317
shuld,366828,64816
since,367150,69315
singing,367125,4232
sittin,367033,80155
sitting,367033,3723
skool,367004,53571
sleep,366965,34931
slowly,366611,71357
slp,366965,34931
so,367089,1094
some,367129,16310
someone,367013,7166
something,367097,54306
somewhere,366719,84379
song,366724,41125
songs,366601,73080
soo,367089,1094
sooo,367089,1094
sorry,367010,53615
starting,366616,61432
strong,366676,19793
sum1,367013,81717
supp,367109,38090
support,366926,81715
sure,366885,53615
sux,366635,28383
sweet,366812,33523
talk,366941,32735
talkin,367138,11488
talking,367138,42631
tard,367132,82643
teachers,366680,6966
teachrs,366680,6966
tele,366672,25736
television,366672,70452
text,366668,17695
tha,367039,33807
thaa,366842,33807
than,367058,359
thanx,367018,4609
that,366842,47328
thats,366713,9970
the,367039,33807
them,366894,13918
there,366919,33887
these,367035,13682
they,366600,33807
thing,366678,28047
think,366911,73102
thinkin,367020,33326
thinking,367020,52664
thinkng,367020,52664
this,367126,13682
thnx,367018,4609
tht,366842,47328
thx,367018,33792
til,367133,25736
time,366795,65626
tired,366886,82643
tlk,366941,32735
tmr,367141,9800
tnx,367018,63716
to,366930,33828
today,366770,33298
tol,366816,25736
told,366816,67471
tomoro,367141,9800
tomorrow,367141,30243
tonight,366716,22044
tonite,366716,52014
tru,366619,81499
trying,367003,22311
tuh,366930,33807
turning,366767,81022
tuu,366930,33828
txt,366668,17695
u,367153,83273
um,367061,16611
umm,367061,16611
until,367133,37960
up,367109,25603
uppp,367109,25603
ur,367113,67427
us,366762,79516
use,367108,79516
utube,366964,55528
uu,367153,83273
uz,367108,47262
virgin,366690,5620
w,367148,27127
wait,367154,80131
walking,366653,30418
was,366802,30956
wasnt,366844,68568
wass,366802,30956
wat,367100,80131
wata,367100,80131
watching,366952,67198
waves,366821,6894
way,366779,27127
wearing,366683,8606
weather,366935,58030
wedding,366942,17217
weekend,366875,18677
weird,366985,44225
wh,366933,44322
what,367100,19467
whatever,366643,55755
where,367156,39570
who,367099,44322
wht,367100,19467
why,366933,44322
wierd,366985,44225
wife,366913,38886
wil,366663,12440
will,366663,12440
with,367148,1847
work,366745,29754
world,366814,66363
worrying,366896,8606
would,366827,10904
wrk,366745,29754
wud,366827,10852
wuz,366735,35350
wx,366935,35350
y,366933,74832
yaa,367153,74832
yah,367113,60304
yal,366950,62396
yay,367017,74832
yea,366695,74832
year,366754,62989
years,366725,3540
yes,367051,2498
yess,367051,2498
yesss,367051,2498
you,367153,74832
your,367113,62989
youtube,366964,35246
yr,366754,62989
yrs,366725,3540
yt,366964,74684
yu,367153,74832
