remember,90097,68281
right,90161,68703
rly,89983,66689
rocking,89926,69172
s,90048,69993
said,89997,70066
sayin,90000,70096
saying,90000,71480
school,90113,70299
see,90045,69993
sendin,90260,72514
sending,90260,72697
serious,89838,70183
seriously,89812,71816
session,90064,70096
shit,90013,70587
shld,89937,70108
shop,90201,73530
shopping,90191,74118
should,89937,70108
shyt,90013,70587
since,90259,70161
singing,90234,75040
sitting,90142,71879
skool,90113,70479
sleep,90074,75364
slowly,89720,74881
so,90198,69993
some,90238,70116
someone,90122,70141
something,90206,75569
sometimes,89715,75798
somewhere,89828,75578
song,89833,71480
songs,89710,71501
soo,90198,69993
sorry,90119,70177
starting,89725,76947
strong,89785,76932
sum1,90122,70702
support,90035,72753
sure,89994,70177
sweet,89921,72033
talk,90050,78541
talking,90247,79151
teachers,89789,80137
text,89777,78600
tha,90148,78506
thaa,89951,78506
than,90167,78803
thanks,90127,80716
thanx,90127,80729
that,89951,78816
thats,89822,80782
the,90148,78506
them,90003,78809
there,90028,78812
these,90144,78815
they,89709,78506
thing,89787,80706
think,90020,80708
thinking,90129,80714
this,90235,78815
thnx,90127,80729
tht,89951,78816
thx,90127,80605
til,90242,78522
time,89904,78858
tired,89995,79703
tnx,90127,79390
to,90039,78425
today,89879,78486
tol,89925,78522
told,89925,81477
tomm,90250,78858
tomorrow,90250,81591
tonight,89825,81897
tonite,89825,78723
tru,89728,78573
trying,90112,79504
tuu,90039,78425
txt,89777,78600
u,90262,82992
um,90170,83007
umm,90170,83007
until,90242,83952
up,90218,83996
ur,90222,84055
us,89871,83059
use,90217,83059
uu,90262,82992
uz,90217,84570
vergin,89799,84888
virgin,89799,84888
w,90257,85258
wait,90263,85289
walking,89762,85832
was,89911,85288
wasnt,89953,86234
wat,90209,85289
wata,90209,85289
watchin,90061,86288
watching,90061,86289
way,89888,85258
wearing,89792,86106
weather,90044,86459
wedding,90051,86480
weekend,89984,86439
weird,90094,85615
wh,90042,85327
what,90209,85562
whatever,89752,86691
where,90265,85523
who,90208,85327
wht,90209,85562
why,90042,85327
wife,90022,85447
wil,89772,85329
will,89772,85329
with,90257,86304
work,89854,86034
world,89923,87186
would,89936,85347
wouldnt,90186,87227
wrk,89854,86034
wud,89936,85315
wx,90044,85292
y,90042,87596
yaa,90262,87596
yah,90222,87697
yal,90059,87767
yay,90126,87596
yea,89804,87596
yeah,89967,87697
year,89863,87639
years,89834,87652
yes,90160,87842
you,90262,87596
your,90222,87639
yr,89863,87639
yrs,89834,87652
yu,90262,87596
